name,desc
苏州宇邦新型材料股份有限公司,苏州宇邦新型材料股份有限公司于2002年08月23日在苏州市工商行政管理局登记成立。法定代表人肖锋。
海看网络科技（山东）股份有限公司,海看网络科技(山东)股份有限公司，2010年11月26日成立。 [1]  
北京华大九天科技股份有限公司,北京华大九天科技股份有限公司（简称“华大九天”）成立于2009年，一直聚焦于 EDA 工具的开发、销售及相关服务业务，致力于成为全流程、全领域、全球领先的EDA提供商。 [1]  华大九天总部位于北京，在南京、上海、成都和深圳设有 全资子公司 。
深圳市铭利达精密技术股份有限公司,深圳市铭利达精密技术股份有限公司于2004年07月27日成立。法定代表人陶诚。 [1]  
北京汉仪创新科技股份有限公司,"北京汉仪创新科技股份有限公司成立于1993年，是从事字形设计、字库产品开发、汉字信息技术研究、汉字应用解决方案的文化创意与信息技术企业。汉仪字库拥有核心自主的知识产权，2012年被北京市科学技术委员会评定为高新技术企业。1993年成立，汉仪已经向国内外市场推出上千款中文字库。秉承着传统字库行业的工匠精神，汉仪字库复刻了清代扬州雕版印刷极盛时期标志的康熙版《全唐诗》雕版字体，同时创作了元隆黑、铁线黑、书宋二、菱心体等等大量优秀字库作品，2014年由黑体大家齐立老师倾力设计的字库产品，汉仪旗黑也正式投放市场，受到了行业的一致好评。同时，为推动国内字体设计行业的发展，提高国内字体设计水平，汉仪公司还在2012年专门设立了一项专注于专业字体设计的专业级赛事——""字体之星""字体设计大赛。为广大字体爱好者提供展示、交流、实现梦想的平台。构建字体设计行业良性生态环境，推进中国字体行业发展的进程。为了向更多设计师及其他个人用户提供满足用字需求且成本可控的字体解决方案。汉仪股份开发了“字由”——提供了字体的在线预览和一款字体管理的工具，大幅提升了用户的字体使用效率。 [28]  2018年11月，汉仪字库完成了 1.5 亿人民币融资。 [1]  汉仪字库已经拥有超过500套。 [20]  "
北京嘉曼服饰股份有限公司,北京嘉曼服饰股份有限公司于1992-09-16在石景山分局登记成立。法定代表人曹胜奎，公司经营范围包括生产服装、服饰、帽子、头饰；销售服装服饰等。
苏州快可光伏电子股份有限公司,苏州快可光伏电子股份有限公司成立于2005年03月23日，注册地位于苏州工业园区新发路31号，法定代表人为段正刚。 [4]  
苏州英华特涡旋技术股份有限公司,苏州英华特涡旋技术股份有限公司 （英华特） 成立于2011年 [5]  ， 现总部位于江苏苏州常熟市，是一家专注于涡旋式压缩机研发、制造和销售的 国家高新技术企业、领军人才企业 [13]   。 [5]   致力于以创新的产品及服务为客户提供专业完善的压缩机解决方案。 [5]  通过自有技术创新，英华特在国内研发并推出了高能效双向柔性涡旋式制冷压缩机，是国内早期实现量产涡旋式压缩机的专业制造商之一，为中国涡旋压缩机实现国产化做出了重要贡献。英华特涡旋压缩机包括定频和变频两类产品，共分为四大系列——热泵、冷冻冷藏、空调冷水机组和电驱动车用系列，3000多款涡旋压缩机在各种应用场景中表现优异，获得国内外客户高度认可。英华特致力于以创新的产品成为全球的气候和能源领域解决方案提供商。 [5]  
上海瑞晨环保科技股份有限公司,上海瑞晨环保科技股份有限公司于2010年10月26日成立。法定代表人陈万东。
聚胶新材料股份有限公司,聚胶新材料股份有限公司成立于2012年10月19日，注册地位于广州市增城新塘镇仙村东区工业园沙滘村岗谷山(厂房A1)首层，法定代表人为陈曙光。 [1]  
浙江金道科技股份有限公司,浙江金道科技股份有限公司于2003年08月28日成立。法定代表人金言荣。
金禄电子科技股份有限公司,金禄电子科技股份有限公司于2006年10月19日成立。法定代表人李继林。
浙江珠城科技股份有限公司,浙江珠城科技股份有限公司于2000年07月03日在 温州市工商行政管理局 登记成立。法定代表人张建春。
鸿日达科技股份有限公司,"鸿日达科技股份有限公司成立于2003年06月27日，注册资本为15,500万(元)，注册地位于玉山镇青淞路西侧，法定代表人为王玉田。 [1]  "
山东科源制药股份有限公司,山东科源制药股份有限公司于2004年12月27日在 商河县市场监督管理局 登记成立。法定代表人张忠山。
四川侨源气体股份有限公司,四川侨源气体股份有限公司于2002年9月10日在 成都市工商行政管理局 登记成立。法定代表人乔志涌。
清研环境科技股份有限公司,清研环境科技股份有限公司是位于广东省深圳市的一家公司，属于安全应急与环保产业集群。清研环境科技股份有限公司成立于2014年07月10日，注册地位于深圳市南山区粤海街道高新区社区高新南七道019号清华大学研究院5层C527，法定代表人为刘淑杰。 [1]   [4]  
江苏东星智慧医疗科技股份有限公司,江苏东星智慧医疗科技股份有限公司于2001年02月21日在常州市工商行政管理局 登记成立。法定代表人万世平，公司经营范围包括医疗器械的销售；医疗器械维修及技术服务；医疗健康软件开发与应用等。
上海国缆检测股份有限公司,上海国缆检测股份有限公司于2004年02月16日成立。法定代表人周赤忠，公司经营范围包括：许可项目：检验检测服务等。 [1]  
广东明阳电气股份有限公司,广东明阳电气股份有限公司成立于2015年11月27日，注册地位于中山市南朗镇横门兴业西路1号（住所申报），法定代表人为张传卫。 [5]  2022年10月28日，深交所网站披露，广东明阳电气股份有限公司首发上市获得通过。 [4]  
三博脑科医院管理集团股份有限公司,三博脑科医院管理集团股份有限公司于2003年11月25日成立。法定代表人张阳。
山东海科新源材料科技股份有限公司,山东海科新源材料科技始建于2002年10月 [12]  ，是海科集团下属的以 高新技术产品 为主的新型精细化工企业，位于胜利工业园区内，拥有自营进出口权，是国内唯一一家具有药用辅料生产许可证并连续生产医药级丙二醇的企业。   公司主要从事电解液溶剂、电子级碳酸二甲酯、医药级/食品级丙二醇、 碳酸丙烯酯 等产品的生产和销售，产品主要应用于食品、医药、烟草、化妆品、涂料、油墨等领域，产品远销美国、日本、德国等国家和地区，并以其优良的品质、合理的价格和真诚的服务得到国内外客户的一致认可。
浙江美硕电气科技股份有限公司,浙江美硕电气科技股份有限公司于2007年02月06日在 温州市工商行政管理局 登记成立。法定代表人黄晓湖。
安徽富乐德科技发展股份有限公司,安徽富乐德科技发展股份有限公司于2017年12月26日成立。法定代表人贺贤汉。
山东新巨丰科技包装股份有限公司,山东新巨丰科技包装股份有限公司于2007年10月18日成立。法定代表人袁训军。
福建远翔新材料股份有限公司,福建远翔新材料股份有限公司于2006年10月26日在福建省南平市工商行政管理局登记成立。法定代表人王承辉。
山东卓创资讯股份有限公司,"山东卓创资讯股份有限公司于2004年04月22日成立。法定代表人姜虎林,公司经营范围包括：信息服务业务；商务信息咨询；商品市场调查；数据库开发及服务；投资管理、投资咨询服务；金融信息服务（不含金融服务）；电脑图文设计、制作；企业形象策划；软件开发；网络工程、编程；承办会议、展览、展示活动；IT技术开发、培训、服务；设计、制作、代理、发布国内广告；货物及技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动）等。 [1]  "
保定市东利机械制造股份有限公司,保定市东利机械制造股份有限公司于1998年9月25日在保定市工商行政管理局登记成立。法定代表人王征，公司经营范围包括汽车发动机曲轴减震皮带轮加工制造、铸件制造等。
伊犁川宁生物技术股份有限公司,"伊犁川宁生物技术股份有限公司成立于2010年12月10日，注册资本为200,000万(元)，注册地位于新疆伊犁州霍尔果斯经济开发区伊宁园区阿拉木图亚村516号，法定代表人为邓旭衡。 [1]  2022年12月27日，成功登陆资本市场，成为伊犁州首家A股上市企业。 [7]  "
北京华如科技股份有限公司,北京华如科技股份有限公司（华如科技）是专注于仿真产品研发与技术服务的 高新技术企业 。
重庆美利信科技股份有限公司,重庆美利信科技股份有限公司成立于2001年05月14日，注册地位于重庆市巴南区天安路1号附1号、附2号，法定代表人为余克飞。重庆美利信科技股份有限公司对外投资6家公司。 [4]  
上海真兰仪表科技股份有限公司,上海真兰仪表科技股份有限公司，成立于2011年，真诺测量仪表成员，位于上海市，是一家以从事仪器仪表制造业为主的企业。企业 注册资本 21900万人民币， 实缴资本 21900万人民币。 [5]  
西安西测测试技术股份有限公司,西安西测测试技术股份有限公司成立于2010年， [1]   是一家西部地区能力认可全面，服务领域广泛的第三方检验检测机构。 [2]  
无锡鑫宏业线缆科技股份有限公司,无锡鑫宏业线缆科技股份有限公司成立于2004年02月13日，注册地位于无锡市锡山经济技术开发区合心路17号，法定代表人为卜晓华。
昆船智能技术股份有限公司,昆船智能技术股份有限公司于1998年3月26日成立。 法定代表人 王洪波。2022年11月，昆船智能(301311.SZ)公告，该公司股票将于2022年11月30日在深圳证券交易所创业板上市。 [5]  
深圳市江波龙电子股份有限公司,深圳市江波龙电子股份有限公司 [1]  ，成立于1999年4月 [2]  ，是一家聚焦NAND Flash闪存应用和 存储芯片 定制、存储软 硬件开发 的存储企业 [3]  ，是全球存储品牌和存储模组企业之一 [1]  。旗下拥有深耕行业应用的嵌入式存储品牌 FORESEE 和专注 高端定位 的消费存储品牌Lexar 雷克沙 。2022年8月5日，深圳市江波龙电子股份有限公司（简称“江波龙”）首次公开发行股票成功登陆 A股 创业板 ，正式在 深圳证券交易所 挂牌上市 ， 股票代码 为“301308”。 [12]  
浙江万得凯流体设备科技股份有限公司,浙江万得凯流体设备科技股份有限公司成立于2016年10月31日，注册地位于浙江省玉环市龙溪镇东港村渔业，法定代表人为钟兴富。 [1]  
鑫磊压缩机股份有限公司,"鑫磊压缩机股份有限公司于2006年12月31日成立。法定代表人钟仁志,公司经营范围包括：压缩机、风机、制冷设备、压力容器、电机、千斤顶、电动工具研发、制造、销售；合同能源管理；节能技术开发、咨询、推广、交流、转让服务；货物进出口、技术进出口等。 [1]  "
珠海科瑞思科技股份有限公司,珠海科瑞思科技股份有限公司成立于2005年12月02日，注册地位于珠海市香洲区福田路10号厂房2四层，法定代表人为于志江。 [1]  公司依托自主研发的全自动绕线设备为客户提供小型磁环线圈绕线服务，向客户销售或租赁全自动绕线设备以及向客户销售全自动电子元器件装配线。 [5]  
深圳市维海德技术股份有限公司,深圳市维海德技术股份有限公司成立于2008年，是国内 新三板 上市企业，股票代码：871053。 [1]  公司提供音视频设备研发、生产、销售及相关技术服务，主要应用于 视频会议 、 远程教育 、 远程医疗 、 电子政务 、 应急通信 、统一通信、多媒体课堂等领域。 [2]  
深圳市智立方自动化设备股份有限公司,深圳市智立方自动化设备股份有限公司于2011年07月07日成立。法定代表人邱鹏。
广州凡拓数字创意科技股份有限公司,广州凡拓数字创意科技股份有限公司于2002年09月24日在 广州市工商行政管理局 登记成立。法定代表人伍穗颖，公司经营范围包括 多媒体设计 服务;数字动漫制作;动漫及衍生产品设计服务等。
慧博云通科技股份有限公司,慧博云通科技股份有限公司于2009年03月30日成立。法定代表人余浩。慧博云通科技股份有限公司成立于2009年，是一家专注于软件信息技术服务的企业。总部位于杭州，业务遍布全球，为IT、通信、互联网、金融、汽车等多个行业领域的客户提供专业技术服务。 [8]  
深圳市唯特偶新材料股份有限公司,公司始创于1990年3月，位于风景秀丽的深圳市龙岗区，工业园总占地面积为4万多平方米，是一家集研发、生产、销售、技术咨询及培训为一体的大型电子化工 高新技术企业 ，拥有先进的研发生产设备、完整的系列产品项目、阵容强大具有丰富经验的技术研究人员和精湛、高效的业务团队。
上海威士顿信息技术股份有限公司,上海威士顿信息技术股份有限公司于2001年5月17日在上海市工商局登记成立，注册地位于上海市长宁区长宁路999号643室，法定代表人为茆宇忠。 [2]  
翰博高新材料（合肥）股份有限公司,翰博高新材料(合肥)股份有限公司于2009年12月02日成立。法定代表人王照忠，公司经营范围包括：液晶显示器光学引擎及光源、显示设备配件、电子及电器零部件品、模具、电子零件材料、胶粘制品开发、生产、销售；绝缘材料、五金材料销售；液晶显示器光学膜研究、生产、制造；提供电子技术服务、技术咨询、技术培训及自行开发技术的转让；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外；物业服务；房屋租赁等。 [1]  
广州新莱福新材料股份有限公司,广州新莱福新材料股份有限公司成立于1998年05月08日，注册地位于广州经济技术开发区永和经济区沧海四路4号，法定代表人为汪小明，公司对外投资4家公司，具有2处分支机构。 [1]  
深圳市华宝新能源股份有限公司,深圳市华宝新能源股份有限公司成立于 2011 年，立足于深圳， 华宝新能先后开创了便携储能和移动式家庭储能新品类，并打造了Jackery电小二、Geneverse两大品牌， [7]   主要销售便携储能产品（核心产品）及太阳能板等相关配套产品。 [7]  
捷邦精密科技股份有限公司,捷邦精密科技股份有限公司成立于2007年06月28日，注册地位于广东省东莞市松山湖园区研发一路1号1栋201室，法定代表人为辛云峰。
维峰电子（广东）股份有限公司,维峰电子(广东)股份有限公司于2002年11月29日成立。法定代表人李文化。
深圳市曼恩斯特科技股份有限公司,深圳市曼恩斯特科技股份有限公司成立于2014年12月01日，注册地位于深圳市坪山区龙田街道竹坑社区第三工业区C区3号厂房101~201，法定代表人为唐雪姣。 [2-3]  
青岛豪江智能科技股份有限公司,青岛豪江智能科技股份有限公司，于2017年07月24日成立，位于山东省青岛市即墨市， 法定代表人 宫志强。 [1]  
广东绿通新能源电动车科技股份有限公司,广东绿通新能源电动车科技股份有限公司于2004年05月11日在东莞市工商行政管理局登记成立。法定代表人张志江，公司经营范围包括产销、修理：电瓶车及配件；加工：五金机械配件等。
信音电子（中国）股份有限公司,信音电子（中国）股份有限公司于2001年11月26日在 苏州市工商行政管理局 登记成立。法定代表人杨政纲。
熵基科技股份有限公司,熵基科技股份有限公司（曾用名： 中控智慧科技股份有限公司 ）成立于2007年，专注于混合 生物识别技术 研究以及应用领域的技术企业，是一家基于“人、车、物”出入口时间和安全管理系统产品及解决方案的全球提供商，为全球超过60个国家提供本地化运营及服务的一体化企业，拥有客户超过1500万家，每天超过3.5亿人在使用熵基科技的产品和技术。 [1]  
恩威医药股份有限公司,恩威医药股份有限公司于2005年05月19日成立。法定代表人薛永江。
广东德尔玛科技股份有限公司,广东德尔玛科技股份有限公司 [1]  （以下简称“德尔玛”），是一家集家电原创设计、自主生产和自营销售于一体的创新电器品牌企业，成立于2011年，公司总部位于广东顺德，公司现拥有德尔玛、飞利浦水健康、飞鱼电商三大事业群，主营生活家电、美容个护家电、母婴家电、水健康家电等品类产品。 [2]  
诺思格（北京）医药科技股份有限公司,诺思格（北京）医药科技股份有限公司，是一家总部位于北京，主要为国内外制药和生物技术公司提供全方位的临床研究外包服务的全外商控股CRO公司。创建于2008年。
成都趣睡科技股份有限公司,成都趣睡科技股份有限公司成立于2014年10月22日，注册地位于中国(四川)自由贸易试验区成都高新区天府大道中段1268号1栋7楼8号，法定代表人为李勇。 [1]  2022年8月12日，成都趣睡科技股份有限公司在深圳证券交易所创业板上市，股票简称“趣睡科技”，股票代码“301336”。
浙江涛涛车业股份有限公司,浙江涛涛车业股份有限公司于2015年09月24日在 丽水市市场监督管理局 登记成立。法定代表人曹马涛。
杭州天元宠物用品股份有限公司,杭州天元宠物用品股份有限公司（以下简称“天元宠物”）成立于2003年，总部位于 杭州 ，是一家专注于宠物用品的设计开发、生产、销售的综合性企业，产品包括宠物窝垫、猫爬架、宠物玩具、宠物服饰、电子智能宠物用品以及宠物食品等多系列、全品类宠物产品。 [3]  
江苏通行宝智慧交通科技股份有限公司,江苏通行宝智慧交通科技股份有限公司于2016年11月02日成立。法定代表人王明文。
佛山市蓝箭电子股份有限公司,"佛山市蓝箭电子股份有限公司于1998年12月30日在佛山市工商行政管理局登记成立。法定代表人王成名。公司从事半导体封装测试业务,为半导体行业及下游领域提供分立器件和集成电路产品。 [6]  "
东莞市凯格精机股份有限公司,东莞市凯格精机股份有限公司于2005年05月08日成立。 法定代表人 邱国良。
山东亚华电子股份有限公司,山东亚华电子股份有限公司于1998年12月03日在 淄博市工商行政管理局 登记成立。 山东亚华电子股份有限公司专注于医养智能化交互行业，提供护理通讯、智慧病房、智慧护理、智慧门诊和智慧养老等软硬件一体化综合解决方案，是拥有包括14项发明专利在内的108项国家专利和90余项软件著作权的高新技术企业、双软企业。 [4]  
辽宁信德新材料科技股份有限公司,辽宁信德新材料科技股份有限公司成立于2000年11月7日，注册地位于辽宁省辽阳市宏伟区文圣路295号四层， 法定代表人 为尹洪涛。 [3]  2022年7月20日，证监会同意信德新材发行注册。 [2]  
浙江普莱得电器股份有限公司,浙江普莱得电器股份有限公司成立于2005年11月01日，注册地位于浙江省金华市金东区孝顺镇工业开发区，法定代表人为杨伟明。
福建南王环保科技股份有限公司,福建南王环保科技股份有限公司创建于2010年5月31日，总部位于福建泉州惠安，是一家主要生产手提纸袋和食品包装等纸制品的公司。 [15]  2023年6月12日，南王科技成功登陆创业板。 [15]   [17]  
浙江天振科技股份有限公司,浙江天振科技股份有限公司于2003年01月16日成立。法定代表人方庆华。 [1]  天振股份9月19日公告，证监会收到深交所报送的关于公司首次公开发行股票并在创业板上市的审核意见及公司注册申请文件。证监会同意公司首次公开发行股票的注册申请。 [4]  
北方长龙新材料技术股份有限公司,北方长龙新材料技术股份有限公司成立于2010年3月16日，注册地位于陕西省西安市国家民用航天产业基地航天东路699号军民融合创新园(B区)11栋2层，法定代表人为陈跃。 [1]  
湖南裕能新能源电池材料股份有限公司,"湖南裕能新能源电池材料股份有限公司成立于2016年06月23日，注册资本为56,793.987万(元)，注册地位于湖南省湘潭市雨湖区鹤岭镇日丽路18号，法定代表人为谭新乔。 [1]  "
东南电子股份有限公司,"东南电子股份有限公司（简称：东南电子”）总部座落于中国浙江省乐清经济开发区， 是国家高新技术企业 [2]   ，专注生产销售微动开关,防水微动开关,汽车微动开关,电源开关,旋转开关等产品。 [3]  "
荣旗工业科技（苏州）股份有限公司,荣旗工业科技(苏州)股份有限公司于2011年08月30日成立。法定代表人钱曙光。 [1]  
深圳市美好创亿医疗科技股份有限公司,深圳市美好创亿医疗科技股份有限公司于2010年07月15日成立。 法定代表人 熊小川 。美好医疗专注于医疗器械精密组件及产品的设计开发、制造和销售，为国内外医疗器械客户提供从产品设计开发到批量生产交付的全流程服务。 [5]  
深圳民爆光电股份有限公司,深圳民爆光电股份有限公司于2010年03月05日成立。法定代表人谢祖华。
郑州众智科技股份有限公司,郑州众智科技股份有限公司是集科研、制造、服务于一体，专业从事 柴油发电机组 自动化控制 和双电源自动切换的科技公司。
矩阵纵横设计股份有限公司,"矩阵纵横设计股份有限公司成立于2010年03月03日， 注册资本 为9,000万(元)，注册地位于深圳市福田区福保街道福保社区福田保税区市花路3号花样年，福年广场B栋411、413，法定代表人为王冠。 [1]  "
深圳市一博科技股份有限公司,深圳市一博科技股份有限公司成立于2003年3月 [1]  。一般经营项目是：电子产品的设计及相关技术开发、销售、经营进出口业务。 电子元器件 的购销业务。，许可经营项目是：计算机、通讯产品、数码产品、收银机、电子产品的研发、生产、组装及销售；
国科恒泰（北京）医疗科技股份有限公司,国科恒泰(北京)医疗科技股份有限公司于2013年02月07日成立。法定代表人王戈。 [1]  
佛山市联动科技股份有限公司,佛山市联动科技股份有限公司于1998年12月07日成立。法定代表人张赤梅，公司经营范围包括：设计、制造、加工、销售：半导体分立器件及集成电路封装测试设备、 激光打标设备 、电子仪表仪器、小功率激光器、视像识别系统、机械零配件、计算机软件、 光机电一体化 设备；销售：普通机械及零配件，电子元件，电子计算机及零配件，五金，交电，建筑材料，金属材料， 汽车零部件 ，摩托车零部件；服务：计算机软件研发；货物进出口、技术进出口等。 [1]  
哈尔滨敷尔佳科技股份有限公司,哈尔滨敷尔佳科技股份有限公司于2017年11月28日成立。法定代表人张立国。
北京科净源科技股份有限公司,北京科净源科技股份有限公司成立于2000年09月26日，注册地位于北京市顺义区东盈路19号，法定代表人为葛敬。公司经营范围包括环境污染防治及综合利用、环境生态保护、污水综合治理及环境工程的设计等。 [5]  
广州凌玮科技股份有限公司,广州凌玮科技股份有限公司是广州一家科技股份公司。
北京挖金客信息科技股份有限公司,北京挖金客信息科技股份有限公司是一家移动 互联网 应用技术和信息服务提供商，主要为各行业大型企业提供增值电信服务、 移动信息化 服务和移动营销服务。 [1]  2015年11月30日，挖金客在 全国中小企业股份转让系统 挂牌，证券简称：挖金客，证券代码834003。 [2]  2022年10月25日，挖金客（301380）在深交所上市。 [8]  
南京通达海科技股份有限公司,南京通达海科技股份有限公司成立于1995年，是专业从事 管理信息系统 研发、 信息技术服务 、 网络系统集成 的高科技产业公司。 [1]  
致欧家居科技股份有限公司,致欧家居科技股份有限公司于2010年01月08日成立。法定代表人宋川。深交所创业板上市委员会定于2022年7月20日召开2022年第41次上市委员会审议会议。审议的发行人包括致欧家居科技股份有限公司（首发）。 [3]  
赛维时代科技股份有限公司,赛维时代科技股份有限公司于2012年5月31日成立，是一家技术驱动的出口跨境品牌电商公司，主要产品涵盖服饰配饰、百货家居、运动娱乐、数码汽摩等四大品类，覆盖全球200多个国家和地区。 [10]  2023年7月12日，赛维时代在创业板上市。 [7]  
广西天山电子股份有限公司,广西天山电子股份有限公司于2005年08月26日在 钦州市工商行政管理局 登记成立。法定代表人王嗣纬。
北京怡和嘉业医疗科技股份有限公司,"北京怡和嘉业医疗科技股份有限公司（ BMC Medical Co., Ltd.）2001年成立于北京，为 全球用户提供 睡眠呼吸障碍 、慢性 呼吸系统疾病 的 整体解决方案 。已在天津、西安、深圳等地设立分、子公司，员工总数逾400人。经过20年不懈努力， BMC 怡和嘉业已成为中国 无创呼吸机 领域产品和服务的领导者， [1]  在全球无创呼吸机领域排名前五。 [2]  2022年11月1日，怡和嘉业在深交所上市。 [32]  "
苏州未来电器股份有限公司,苏州未来电器股份有限公司于2001年09月03日在 苏州市工商行政管理局 登记成立。法定代表人莫建平。
天键电声股份有限公司,天键电声股份有限公司于2015年04月01日成立。法定代表人冯砚儒，公司经营范围包括：电子元件及组件、电子电声产品及设备、模具、注塑、线材及五金配件研发、设计、制造、加工、销售 ；自营和代理各类商品及技术的进出口业务（实行国营贸易管理的货物除外）；房屋租赁（依法须经批准的项目，经相关部门批准后方可开展经营活动）等。 [1]  
蜂助手股份有限公司,蜂助手股份有限公司于2012年01月13日在 广州市工商行政管理局 登记成立。法定代表人罗洪鹏
杭州经纬信息技术股份有限公司,杭州经纬信息技术股份有限公司（股票代码：301390）成立于2003年3月，主要从事电力工程技术服务及地理信息技术服务业务，为客户提供电力咨询设计、电力工程建设、运维、综合能源服务等综合型一体化能源服务；同时提供基于公司3DGIS引擎的地理信息数据服务和地理信息智慧应用服务。 [11]  
隆扬电子（昆山）股份有限公司,隆扬电子(昆山)股份有限公司成立于2000年03月13日，注册地位于江苏省昆山市周市镇顺昶路99号， 法定代表人 为张东琴。
欣灵电气股份有限公司,欣灵电气股份有限公司成立于1999年03月31日，注册地位于浙江省乐清经济开发区纬十九路328号，法定代表人为胡志兴。位于“中国低压电器之都”的浙江，是一家集科研、开发、生产、销售为一体的无区域股份制企业。公司经营范围包括低压电器及成套设备、仪器仪表（发证产品需持证生产经营）、汽车配件、建筑材料、装饰材料的制造加工、科研开发、销售、技术服务、经营进出口业务（范围详见《进出口企业资格证书》）。 [5]  
苏州昊帆生物股份有限公司,苏州昊帆生物股份有限公司于2003年12月02日在 苏州市工商行政管理局 登记成立。法定代表人朱勇。
惠州仁信新材料股份有限公司,惠州仁信新材料股份有限公司于2011年01月21日成立。法定代表人邱汉周。 [1]  
宁波星源卓镁技术股份有限公司,宁波星源卓镁技术股份有限公司成立于2003年07月16日，注册地位于浙江省宁波市 北仑区 大碶官塘河路27号，法定代表人为邱卓雄。 [1]  
重庆溯联塑胶股份有限公司,重庆溯联塑胶股份有限公司于1999年04月20日成立。法定代表人韩宗俊。
浙江英特科技股份有限公司,浙江英特科技股份有限公司成立于2004年11月17日，注册地位于浙江省安吉县递铺街道乐三路468号，法定代表人为方真健。 [1]  
宏景科技股份有限公司,宏景科技股份有限公司于1997年03月07日成立。法定代表人欧阳华。
安徽华人健康医药股份有限公司,安徽华人健康医药股份有限公司于2001年06月29日成立。法定代表人何家乐。
江苏协昌电子科技股份有限公司,江苏协昌电子科技股份有限公司于2011年06月20日在 苏州市工商行政管理局 登记成立。法定代表人顾挺。
上海阿莱德实业股份有限公司,上海阿莱德实业股份有限公司于2004年06月01日成立。法定代表人张耀华。 [1]  
卡莱特云科技股份有限公司,卡莱特云科技股份有限公司于2012年01月06日成立。法定代表人周锦志，卡莱特是一家以视频处理算法为核心、硬件设备为载体，为客户提供视频图像领域综合化解决方案的高科技公司。 [2]  依托先进核心技术，追随时代发展，不断为相关行业赋能。 [2]  卡莱特产品被广泛应用于世界各地的庆典活动、竞技赛事、会议活动、展览展示、监控调度、电视演播、演绎舞台、商业广告、信息发布、创意显示、智慧城市、虚拟拍摄等各类视频图像显示领域，为众多用户提供多样化综合解决方案。 [2]  
世纪恒通科技股份有限公司,世纪恒通科技股份有限公司于2006年6月21日在 贵阳市工商行政管理局 贵阳国家高新技术产业开发区分局登记成立。法定代表人杨兴海。世纪恒通是一家专业的信息技术服务商，通过自主开发技术平台及搭建服务网络，为金融机构、电信运营商、互联网公司、高速集团等拥有众多个人用户的大型企业客户提供用户增值和拓展服务。 [11]  
南京波长光电科技股份有限公司,南京波长光电科技股份有限公司于2008年12月24日在 南京市工商行政管理局 登记成立。法定代表人吴玉堂。
威海市泓淋电力技术股份有限公司,威海市泓淋电力技术股份有限公司于1997年11月27日成立。法定代表人迟少林。
安徽森泰木塑集团股份有限公司,"安徽森泰木塑集团股份有限公司于2006年12月15日成立。法定代表人唐圣卫,公司经营范围包括：竹塑、木塑型材及制品的研发、生产、销售、安装； 木塑集成房屋 生产、销售、安装；木塑 室内装饰材料 生产、销售、安装；五金配件生产、销售；网片、塑件、PE颗粒生产、销售；竹木粉、废旧塑料物资回收等。 [1]  "
江西福事特液压股份有限公司,江西福事特液压股份有限公司成立于2005年04月08日，注册地位于江西省上饶经济技术开发区福事特大道1号，法定代表人为彭香安。2023年7月25日，福事特在深交所上市，股票代码301446 [8]  。
浙江开创电气股份有限公司,浙江开创电气股份有限公司成立于2015年12月28日，注册地位于浙江省龙乾南街1158号，法定代表人为吴宁。 [1]  
青岛盘古智能制造股份有限公司,青岛盘古智能制造股份有限公司成立于2012年07月23日，注册地位于山东省青岛市高新区科海路77号，法定代表人为邵安仓。 [1]  
广东博盈特焊技术股份有限公司,广东博盈特焊技术股份有限公司成立于2007年03月28日，注册地位于鹤山市共和镇共盈路8号，法定代表人为李海生。 [1]  
浙江恒达新材料股份有限公司,浙江恒达新材料股份有限公司于2002年05月22日在衢州市市场监督管理局登记成立。法定代表人潘昌。
深圳市致尚科技股份有限公司,深圳市致尚科技股份有限公司于2009年12月08日成立。法定代表人陈潮先，公司经营范围包括：一般经营项目是：光通信产品、IC芯片、集成电路、 电子元器件 、电脑周边设备、电子产品、通讯产品、硬质合金产品、 五金零件 、机械产品的技术开发与销售； 工业润滑油 的销售；光通信产品、模具、产品结构、外观设计服务；货物及技术进出口；机台租赁；房屋租赁；物业管理等。 [1]  
乖宝宠物食品集团股份有限公司,"乖宝宠物食品集团股份有限公司成立于2006年06月26日，注册资本为36,004万(元)，注册地位于聊城市经济技术开发区牡丹江路8号，法定代表人为秦华。 [1]  "
天津国安盟固利新材料科技股份有限公司,天津国安盟固利新材料科技股份有限公司于20091118在 天津市市场和质量监督管理委员会 登记成立。法定代表人张溪，公司经营范围包括新型电池材料研发、生产、销售；电池生产、销售等。
深圳市豪恩汽车电子装备股份有限公司,深圳市豪恩汽车电子装备股份有限公司于2010年01月13日成立。法定代表人罗小平。
上海维科精密模塑股份有限公司,上海维科精密模塑股份有限公司成立于1999年04月21日，注册地位于上海市闵行区北横沙河路598号，法定代表人为陈燕来(TAN YAN LAI)。 [1]  
苏州规划设计研究院股份有限公司,苏州规划设计研究院股份有限公司于1992年03月26日在 苏州市工商行政管理局 登记成立。法定代表人李锋，公司经营范围包括承接城市规划设计（甲级）、建筑行业（建筑工程）等。公司前身为全民所有制 事业单位 苏州市规划设计院，1995年苏州市规划设计院更名为苏州市规划设计研究院；2003年改制为有限公司；2013年整体变更为苏州规划设计研究院股份有限公司。2023年5月17日，证监会同意该公司首次公开发行股票并在创业板上市的注册申请。 [1]   [8]  
