name,desc
江西煌上煌集团食品股份有限公司,江西煌上煌集团食品股份有限公司创建于1993年，是一家以畜禽肉制品加工为主的食品加工企业。2012年9月5日公司成功在深交所挂牌上市，成为 酱卤肉制品 行业第一股。公司控股母公司煌上煌集团，产业涵盖畜产品加工、农牧种养、酒店餐饮及旅游度假、房地产开发、海外投资、文化创意等六大产业集群。 [1]  2020年2月，江西煌上煌集团食品股份有限公司被认定为2019年度江西省工业旅游示范基地。 [2]  
百洋产业投资集团股份有限公司,百洋产业投资集团股份有限公司于2000年04月19日在 南宁市工商行政管理局 登记成立。法定代表人孙忠义，公司经营范围包括对农业、渔业、食品加工业、环保业、医药、医疗器械等。
合肥美亚光电技术股份有限公司,合肥 美亚光电技术股份有限公司位于 安徽 省 合肥市 高新区，是一家专业从事光电检测与分级 专用设备 及其应用软件研发、生产和销售的 高新技术企业 ，是国际上少数几家规模较大的 色选机 供应商之一。2018年12月9日，合肥美亚光电技术股份有限公司“ 互联网+ 多光谱人工智能选色机研制与产业化”项目荣获第五届中国工业大奖 提名奖 。 [1]  2020年1月2日，美亚光电宣布品牌全面升级 [2]  ，从“ 光的三原色 ”向纯净的“ 森林绿 ”过渡，契合了美亚的 品牌使命 ，由光电识别向智能识别迈进，彰显美亚将 企业效益 增长与“可持续发展”理念深度融合的 战略方向 。
成都红旗连锁股份有限公司,红旗连锁 [17]  创建于2000年6月22日。2010年6月9日，整体变更为成都红旗连锁股份有限公司。公司已发展成为“云平台大数据+商品+社区服务+金融”的互联网+ 现代科技连锁企业 [12]  ，注册资本达13.6亿元 [10]  ，是中国A股市场便利连锁超市上市企业（股票代码002697） [19]  。在四川省内已开设近3700家连锁超市 [27-28]   ，年上缴税收和社保近5亿元 [18]  ；拥有三座物流配送中心；与上千家供货商建立了良好的互利双赢的商业合作关系。是四川省及成都市“重要生活必需品应急保供重点联系企业” [17]  。红旗连锁进店消费人次超4亿 [18]  。
哈尔滨博实自动化股份有限公司,哈尔滨博实自动化股份有限公司于1997年9月12日在 哈尔滨市市场监督管理局 开发区分局（高新）登记成立。法定代表人邓喜军。
新疆浩源天然气股份有限公司,新疆浩源天然气股份有限公司于2006年2月21日在阿克苏地区工商局登记成立。法定代表人周举东，公司经营范围包括天然气销售、运输； 管道工程 专业承包叁级；代收服务费等。
奥瑞金科技股份有限公司,"奥瑞金科技股份有限公司于1997年05月14日成立。法定代表人周云杰,公司经营范围包括： 互联网信息服务 ；技术开发、技术服务、技术检测；产品设计；经济贸易咨询；从事节能技术和资源再生技术的开发应用；自动识别和标识系统开发及应用；可视化与货物跟踪系统开发及应用；智能化管理系统开发应用；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的 云计算数据中心 除外）；电子结算系统开发及应用；生产金属容器、 玻璃容器 、吹塑容器；销售自产产品（涉及特殊行业项目经政府相关部门批准后方可实施）；体育运动项目经营（高危项目除外）；货物进出口；技术进出口；代理进出口；从事覆膜铁产品的研发及销售；以下项目限分支机构经营：生产覆膜铁产品等。 [1]  "
海欣食品股份有限公司,海欣食品股份有限公司于2005年4月22日在 福建省工商行政管理局 登记成立。法定代表人滕用雄，公司经营范围包括批发 预包装食品 ； 速冻食品制造 ；对外贸易；对制造业等。
广东新宝电器股份有限公司,"广东新宝电器股份有限公司是国内较早从事设计研发、生产、销售小家电产品的企业之一,主要从事小家电产品的研发、生产和销售,公司产品主要包括 电热水壶 、电热 咖啡机 、 面包机 、 打蛋机 、 多士炉 、搅拌机等.公司电热水壶 系列产品 于2007年2月被 国家质检总局 评定为"" 出口免验 ""产品,是电热水壶行业首个获得出口免验资格的企业.公司以 自主品牌 ""Donlim""销售的小家电产品也广受市场认可,2011年5月, 国家工商行政管理总局商标局 正式认定""Donlim""商标为"" 中国驰名商标 ""。"
浙江世宝股份有限公司,浙江世宝股份有限公司是一家上市公司，简称“浙江世宝”。浙江世宝是一家专业致力于研发、设计、制造及销售汽车 转向系统 产品的现代化企业。
常州光洋轴承股份有限公司,常州光洋轴承股份有限公司坐落于江苏常州，地处沪宁高铁中部，城际高铁至上海仅需1小时车程。自1994年成立以来一直从事汽车 精密轴承 的研发、制造与销售，主要产品为 滚针轴承 、滚子轴承、离合器分离轴承与 轮毂轴承 ，产品主要运用于 汽车变速器 、离合器、重卡车桥和轮毂等重要总成，是主机的重要部件。
上海良信电器股份有限公司,上海良信电器股份有限公司——是国内 低压电器 行业 高端市场 的领先公司之一，是 深圳证券交易所 上市企业。 [1]  公司以 客户需求 驱动 研发流程 ，围绕提升 客户价值 进行技术的 持续创新 ，为客户提供安全可靠， 环保节能 的低压电器元器件。公司以高端 低压电气 系统解决方案专家为 品牌定位 ，致力于解决客户的压力和挑战，为客户赢得竞争优势。 [2]  公司是“上海市高新技术企业” [3]  、研发中心被认定为“ 国家企业技术中心 ” [4]  公司以上海总部为依托，在新能源及工控、能源与基础设施、建筑配电等行业与 艾默生 、华为技术、 阳光电源 、 三菱电梯 、 中国移动 、 中国联通 、 万科集团 、 绿地集团 等企业形成了持续稳定的合作关系。 [2]  
众信旅游集团股份有限公司,众信旅游集团股份有限公司于2008年06月13日在 北京市工商行政管理局 登记成立。 [1]  曾用名 北京众信国际旅行社股份有限公司 。 [2]  法定代表人曹建，公司经营范围包括入境旅游业务；国内旅游业务； 出境旅游 业务等。2019年9月1日，2019中国服务业企业500强榜单在济南发布，众信旅游集团股份有限公司排名第330位。 [3]  
欧浦智网股份有限公司,欧浦智网股份有限公司于2005年12月28日在 佛山市顺德区市场监督管理局 登记成立。法定代表人陈礼豪，公司经营范围包括广东省内信息服务业务（仅限 互联网信息服务 和 移动网信息服务业务 ，不含新闻、出版、教育、医疗保健、药品、医疗器械、电子公告以及其他按法律、法规规定需前置审批或专项审批的服务项目）等。
广州天赐高新材料股份有限公司,广州天赐高新材料股份有限公司成立于2000年6月，主营业务为锂离子电池材料、日化材料及特种化学品两大业务板块。天赐材料以绿色化学成就低碳美丽生活为使命，为社会提供品质稳定可靠的精细化工产品，致力于成为国际化一流的绿色化学运营企 业。 [4-5]  广州天赐高新材料股份有限公司，被广东省经贸委等六个部门认定为“广东省省级企业技术中心”；荣获广州市委、市政府授予的“先进私营企业”、“广州市安全生产先进企业”、“广州市百强民营企业”、“广州市500强纳税企业”、 广州市政府 评为“优秀民营企业”、“全国优秀民营科技企业民营科技发展贡献奖”、“广州市安全文明样板企业”等称号。
怀集登云汽配股份有限公司,"公司的前身为原怀集县汽车配件厂，汽配厂成立于1971年，是国内最早从事 汽车发动机 气门专业生产的企业之一。公司拥有年产2,500万支气门的生产能力，资产规模、生产能力、产销量、销售收入及净利润等指标均在国内同行业企业中名列前茅，也是出口量最大的发动机气门制造企业；制造工艺和产品质量在国内同行中具有领先优势，汽车发动机中空气门生产工艺达国际先进水平。公司通过了ISO/TS16949质量体系和ISO14001环境管理体系认证，先后荣膺“中国机械500强-汽车零部件50强”、“国家汽车零部件出口基地企业”和“中国优秀民营科技企业”等称号，是国家机械工业局汽车司“九五”、“十五”PSE汽车关键零部件重点规划企业，在“十五”规划中，公司作为气门行业唯一的一家被列入重点规划。公司获国家一、二期“双加”工程支持，被认定为“广东省 高新技术企业 ”、“广东省民营科技企业”、“广东省技术创新优势企业”、首批国家级“高新技术企业”；公司所生产的“登云牌”气门被认定为广东省名牌产品，同时“登云牌”也被授予 广东省著名商标 称号，产品多次获国家级、省级新产品奖。2009年，公司被列入广东省重点建设项目计划。"
思美传媒股份有限公司,思美传媒股份有限公司，中国4A成员单位，中国壹级广告企业（综合服务类）。 [1]  
牧原食品股份有限公司,牧原食品股份有限公司是牧原集团旗下子公司。 [1]  牧原集团位于 河南 省 南阳 市，始建于1992年，历经30年发展，现已形成以生猪养殖为核心，集 饲料加工 、 种猪 育种、生猪养殖、 屠宰加工 等于一体的综合型现代化企业集团， 总资产 1900亿元 [1]  ，员工15万人 [1]  ，子公司300余家 [1]  。旗下牧原食品股份有限公司于2014年上市，养猪业务遍及全国24省（区）103市215县（区），2020年出栏生猪1812万头。 [1]  
郴州市金贵银业股份有限公司,郴州市金贵银业股份有限公司是一家以生产经营 高纯银 及银 深加工 为主的 高新技术企业 ，我国 白银 生产出口的重要基地之一，拥有全国领先的白银 冶炼 和 深加工 技术，白银年产量居全国同类企业前列，是 郴州市 产值、利税及创汇大户、湖南省工业百强企业和湖南省民营三十强企业。2014年于深圳 上市 。2019年9月1日，2019中国制造业企业500强榜单发布，郴州市金贵银业股份有限公司名列第467位。 [1]  
浙江友邦集成吊顶股份有限公司,浙江友邦集成吊顶股份有限公司于-在 浙江省工商行政管理局 登记成立。法定代表人时沈祥，公司经营范围包括一般经营项目：集成吊顶、家用电力器具、照明器具等。
东易日盛家居装饰集团股份有限公司,“东易日盛” 创建于 1997年，在中国家居产业已形成规模化 [1]  、专业化、品牌化、集团化、产业化的绝对领先优势 。 东易日盛集团以作今日名牌，创百年企业为宗旨， 以东易日盛品牌为平台， 以家居产业链为主线。东易日盛立足在中高端家居装饰设计与施工、材料和家具及配饰供应、房地产楼盘精装修设计、全国性特许经营品牌发展、行业专业研究分析等多个方向，对相关产业领域进行深度家居集成和资源优化整合，构建起中国最具竞争力的装饰产业和品牌梯队，形成齐发并举的战略体系和格局。7月13日东易日盛与小米科技（武汉）签署战略合作，小米科技占东易日盛集团5%股份，成为东易日盛集团第二大股东。 [2]   [74]  
岭南生态文旅股份有限公司,岭南生态文旅股份有限公司成立于1998年 [1]  ， 于2014年上市 [4]  （股票代码： SZ.002717 [59]  ）。 经过 20 多年的耕耘，围绕“生态 + 文旅”战略发展方向， 通过旗下园林、市政、水务、设计、文化旅游五个子集团协同， 打通从投资、规划、建设到运营的一站式服务产业链，拥有 规划设计、市政与园林工程、水利水环境工程、文旅投资运营、 文化科技、展览策展六个主营业务。 [60]  岭南股份秉承“让环境更美丽，让生活更美好”的企业使命和责任担当，持续为美丽中国建设贡献力量。 [5]  2019年9月1日，2019中国服务业企业500强榜单在济南发布，岭南生态文旅股份有限公司排名第380位。 [2]  
麦趣尔集团股份有限公司,新疆麦趣尔集团有限责任公司 是自治区规模较大、 技术含量 较高的现代化食品加工企业，坐落在 昌吉回族自治州 昌吉市高新技术开发区麦趣尔工业大道，占地面积99000平方米。多年来在自治区党委、人民政府的大力关怀下，公司得到了飞速地发展。2022年7月3日，针对麦趣尔牛奶检出丙二醇问题， 新疆维吾尔自治区市场监督管理局 第一时间联合 昌吉回族自治州市场监督管理局 、 昌吉市市场监督管理局 组成调查组，入驻企业开展执法检查，督促企业立即停止纯牛奶生产，及时下架、封存、召回 不合格产品 。 [10]  同日， 市场监管 部门已对麦趣尔公司超范围使用 食品添加剂 违法行为 立案调查 。 [10]  
物产中大金轮蓝海股份有限公司,物产中大金轮蓝海股份有限公司成立于2004年12月14日，曾用名“ 金轮蓝海股份有限公司 ”，注册地位于江苏省南通市海门经济技术开发区广州路999号，法定代表人为 郑光良 。 [1]  
浙江跃岭股份有限公司,浙江跃岭股份有限公司的前身为浙江跃岭轮毂制造有限公司，是一家专注于 铝合金汽车轮毂 和摩托车轮毂的研发、设计、生产和销售的高科技民营企业，于2010年10月8日成功改制。
海洋王照明科技股份有限公司,海洋王 照明科技股份有限公司（原 深圳 市海洋王 投资 发展有限公司）成立于一九九五年，是一家自主研发、生产、销售各种专业 照明设备 ，承揽各类照明 工程项目 的国家级 高新技术企业 ， 注册资本 3.5亿元 人民币 ，现有员工3700余人。 尼尔森 行业调查统计显示海洋王自2008年起在专业照明领域 顾客满意度 排名及 市场占有率 排名均处于行业第一名。海洋王公司所生产的产品均为 节能环保 的专业 绿色照明 产品，大量运用于 冶金 、采矿、石油、化工、铁路、电力、 场馆 、航空、船舶、军事、港口、消防等国计民生领域和重大基础设施建设当中。[1]  
山东龙大美食股份有限公司,山东龙大美食股份有限公司成立于2003年07月09日，注册地位于山东省莱阳市食品工业园。 [1]   [21]  
特一药业集团股份有限公司,"特一药业集团股份有限公司于2002年05月23日成立。法定代表人许丹青,公司经营范围包括：医药制造业（凭有效《 药品生产许可证 》经营）；保健品生产；医疗器械、日用品批发；技术服务；房屋租赁等。 [1]  "
广东小崧科技股份有限公司,广东小崧科技股份有限公司成立于2007年11月29日，注册地位于广东省江门市蓬江区棠下镇金桐路21号，法定代表人为 卢保山 。 [1]  2014年公司于深圳证券交易所A股上市，代码002723。 [2]  2022年7月公司名称由“ 广东金莱特电器股份有限公司 ”变更为“广东小崧科技股份有限公司”。 [3]  
好利来（中国）电子科技股份有限公司,"好利来（中国）电子科技股份有限公司成立于1992年，于2014年9月12日在 深圳证券交易所 上市。 [1]  证券简称为“ 好利来 ”, 证券代码 为“002729”。公司人民币 普通股 股份总数为66,680,000股，其中首次公开发行的16,680,000股股票自上市之日起开始上市交易。 [1]  "
一心堂药业集团股份有限公司,一心堂药业集团股份有限公司于2000年11月08日成立。法定代表人阮鸿献。2021年2月，党中央、国务院授予其“全国脱贫攻坚先进集体”称号。 [4]  
电光防爆科技股份有限公司,电光防爆科技股份有限公司于1998年09月02日在 浙江省工商行政管理局 登记成立。法定代表人石碎标，公司经营范围包括一般经营项目：防爆电器、防爆开关、 真空接触器 等。
沈阳萃华金银珠宝股份有限公司,沈阳萃华金银珠宝股份有限公司于2004年09月01日在 沈阳市工商行政管理局 登记成立。法定代表人郭英杰，公司经营范围包括金银制品、氯化金、金银饰品、珠宝、铂首饰等。
利民控股集团股份有限公司,利民控股集团股份有限公司于1996年12月17日成立。法定代表人李新生，公司经营范围包括：农药原药、剂型及附产品生产、销售、出口等。 [1]  
深圳王子新材料股份有限公司,深圳王子新材料股份有限公司，成立于2009年12月 （有限责任公司成立于1997年5月），公司主要从事 塑料包装 材料及产品的研发、设计、生产和销售。公司主要产品包括塑料包装膜、 塑料托盘 、 塑料 缓冲材料三大系列，广泛运用于计算机、通讯终端、消费电子、家电等电子产品及家具、日用消费品、食品等商品包装领域，为国内领先的电子产品塑料包装集成供应商。
深圳市雄韬电源科技股份有限公司,深圳 市雄韬电源科技股份有限公司成立于1994年，是一家出口型蓄电池企业、专业的智慧能源解决方案公司。 [10]  “ 中国电池 行业优秀 出口企业 ”、“中国优秀 民营科技企业 ”、“深圳市 高新技术企业 ”、“深圳市民营领军骨干企业”等殊荣，公司累计申请 技术专利 100余项，并多次荣获 广东 省、深圳市科技进步奖、创新奖等，并承担 国家火炬计划 重点项目。
国信证券股份有限公司,国信证券股份有限公司（简称“国信证券”）前身是1994年6月30日成立的深圳国投证券有限公司。 公司总部 设在广东 深圳 ，法定代表人 张纳沙 。经过20多年的发展，国信证券已成长为全国性大型 综合类证券公司 ：截至2020年末， 注册资本 96.12亿元；员工总数12054人；在全国118个城市和地区共设有54家分公司、179家营业部。拥有 国信期货有限责任公司 、 国信弘盛私募基金管理有限公司 、 国信资本有限责任公司 、 国信证券（香港）金融控股有限公司 等4家 全资子公司 ；50%参股 鹏华基金管理有限公司 。 [1-4]     [64]  公司及子公司的经营范围为：证券经纪，证券 投资咨询 ，与证券交易、证券投资活动有关的财务顾问， 证券承销 与保荐， 证券自营 ，证券 资产管理 ， 融资融券 ， 证券投资基金 代销， 金融产品 代销，为 期货公司 提供中间介绍业务， 基金托管业务 和基金服务业务， 股票期权 做市 ， 商品期货 经纪， 金融期货 经纪，期货投资咨询、资产管理，受托管理 股权投资基金 ， 创业投资 业务，代理其他 创业投资企业 等机构或个人的创业 投资业务 、创业投资 咨询业务 ，为创业企业提供创业 管理服务 业务，参与设立创业投资企业与创业投资 管理顾问 机构，香港 证券经纪业务 、融资业务及 资产管理业务 ， 股权投资 、 科创板 跟投业务等 [4]  
葵花药业集团股份有限公司,葵花药业集团是一家全国大型医药企业集团，下辖14家企业，全国中成药行业著名药业集团，前身为黑龙江省葵花药业股份有限公司，经过多年的发展，已经成为享誉全国的知名药业品牌，“葵花”商标更被国家被认定为“ 中国驰名商标 ”，同时受到了广大百姓朋友的广泛认可，在群众心目中享有极高的知名度。
木林森股份有限公司,木林森股份有限公司，是一家国内领先的 LED封装 及 LED 应用产品为一体的综合性光电 LED 新技术产业公司。专业生产全系列光电器材，公司汇集LED材料、LED 光电器件 、LED灯饰应用等领域的优势资源与资深科技人才，以研究、制造、倡导新兴的LED节能灯饰为已任，不断创造LED科技新潮流，是二十一世纪电光源科技发展方向的先进代表。
万达电影股份有限公司,"万达电影股份有限公司成立于2005年，隶属于 万达集团 。截至2014年6月30日，在全国80多个城市拥有已开业影院150家，1,315块银幕，其中 IMAX 银幕94块。2014年万达院线占全国14.5%的票房份额。从2014年起，万达院线每年将增加400块以上的 银幕 ，计划到2016年开业达到260家影城，拥有银幕2300块，稳居中国第一的市场份额。 2015年1月22日，万达院线正式登陆A股市场，成为中国院线第一股。 随着万达电影的不断发展壮大，万达院线打造电影终端连锁服务品牌的核心竞争力目标已经日益明确，“一切以观众的观影价值和观影体验为核心”是万达院线连锁经营服务的核心理念，“连锁经营能力、创新营销能力、服务品牌能力”是彰显万达电影核心竞争力的三大基本要素。2018年2月5日，万达集团公告， 阿里巴巴 集团、 文投控股股份有限公司 与万达集团在北京签订战略投资协议，阿里巴巴、文投控股以每股51.96元收购万达集团持有的万达电影12.77%的股份。6月25日晚，万达电影发布重大资产重组方案。 [1]  "
安徽富煌钢构股份有限公司,"安徽富煌钢构股份有限公司（以下简称""富煌钢构""、""公司""）是国内较早成立的一家集钢结构设计、制作、安装与总承包为一体的A股上市企业，股票代码002743，总部位于 安徽省 巢湖市 。经过多年发展，现已形成以总承包业务为主导，装配式建筑产业化、重型建筑钢结构、重型特种钢结构、轻钢结构、美学整木定制、高速视觉感知及高档门窗产品系列化发展、相互促进、相辅相成的特色经营格局。 [1]  "
山东仙坛股份有限公司,山东仙坛股份有限公司成立于2001年，注册资金5.74亿元 [3]  ，总资产55亿元，拥有职工6000余人，总占地面积110万平方米，建筑面积33万平方米，是集父母代肉种鸡饲养、商品雏鸡孵化、饲料加工、商品肉鸡饲养、屠宰加工和深加工于一体的综合性企业， 仙坛股份始终如一的恪守“诚信”这一立业之本，以“发展绿色产业，奉献健康食品” 为企业使命，严格执行ISO9001和HACCP等各种管理体系。
重庆三圣实业股份有限公司,重庆三圣实业股份有限公司 （股票简称：三圣股份；股票代码：002742） ，法定代表人： 潘呈恭 ；注册资金：43200万元，注册地址： 重庆市 北碚区 三圣镇 街道。
江西世龙实业股份有限公司,江西世龙实业股份有限公司，成立于2003年12月，位于中国瓷都景德镇。由世界500强企业新世界集团New World Finechem Investment Limited（新世界精细化工投资有限公司）、 江西大龙实业有限公司 等股东共同投资，系国家商务部批准的中外合资股份制企业，拥有自营进出口权。
南京埃斯顿自动化股份有限公司,南京埃斯顿自动化股份有限公司于2002年02月26日在 南京市工商行政管理局 登记成立。公司经营范围包括生产、开发、服务各类机电一体化产品、自动控制等。
昇兴集团股份有限公司,昇兴集团股份有限公司于1992年12月4日在 福建省工商行政管理局 登记成立。法定代表人林永贤，公司经营范围包括生产易拉罐、马口铁空罐、易拉盖及其他金属制品等。
昆明龙津药业股份有限公司,昆明龙津药业股份有限公司于1996年9月16日在 昆明市工商行政管理局 登记成立。法定代表人樊献俄，公司经营范围包括开发、研究、生产、销售中、西医药（依法须经批准的项目，经相关部门批准后方可开展经营活动）等。
北京奥赛康药业股份有限公司,"北京奥赛康药业股份有限公司于1996年12月24日成立。法定代表人陈庆财,公司经营范围包括：医学研究与试验发展；技术咨询、技术服务；货物进出口、技术进出口；企业管理;销售化工产品等。 [1]  "
四川国光农化股份有限公司,四川国光农化股份有限公司是国家农药 定点生产 企业，成立于1984年。公司坚持“做质量、做诚信、做品牌、做特色、做服务、做百年”的 经营理念 ，经过二十多年的发展，已成为集科研、生产、贸易于一体，拥有 自营进出口权 的知 名企 业。
山西永东化工股份有限公司,山西永东化工有限公司 成立于2000年，是一家利用循环经济方式制造、销售炭黑和煤化工产品的中大型化工环保民营企业，位于山西省运城市稷山县西社工业区。注册资本金6100万元，占地总面积138700平方米。设有4个分厂（炭黑分厂、煤化分厂、检修分厂、电厂）、2个站（煤气站、天然气站）、2个中心（信息中心、研发中心）、8个部门（品保部、生技部、供应部、销售部、外贸部、企管部、财务部、企业发展规划部）。员工211人，大专以上学历83人，占总员工的39 %，从事高新产品研发人员有42人，占总员工的20%。 公司现已形成煤焦油加工能力10万吨/年，炭黑生产能力8万吨/年，发电能力6000KW/H。主要产品有：各种规格橡胶用炭黑（N200、N300、N500、N600、N700系列）、高分散性低电阻率导电炭黑、工业萘、蒽油、洗油、轻油、粗酚等。炭黑生产规模已跃入全国同行业前10强，高分散性低电阻率 导电炭黑 的生产减缓了国内企业对同类产品的进口依赖。2021年10月，入选2021山西民营企业100强。 [1]  
深圳市易尚展示股份有限公司,深圳市易尚展示股份有限公司成立于2004年，注册资本5268万元。
永兴特种材料科技股份有限公司,永兴特种材料科技股份有限公司于2000年07月19日成立。法定代表人高兴江。
南兴装备股份有限公司,南兴装备股份有限公司，创建于1996年5月，是中国木工机械行业的代表性企业。公司股票于2015年5月在 深圳证券交易所 挂牌上市。股票名称：南兴装备，股票代码：002757。 [1]  
浙农集团股份有限公司,"浙农集团股份有限公司于1999年08月11日成立。法定代表人包中海,公司经营范围包括：化学农药、化学肥料、农用机械及配件、中小农具、汽车（含小轿车）的销售，仓储服务（除危险品）， 道路货物运输 （凭许可证经营），农业机械设备租赁，农业技术推广服务，农作物病虫害防治、测土配方施肥服务,土壤修复，农作物种植技术服务等。 [1]  "
天际新能源科技股份有限公司,天际新能源科技股份有限公司成立于1996年03月30日，注册地位于汕头市潮汕路金园工业城12-12片区，法定代表人为 吴锡盾 。 [1]  
浙江省建设投资集团股份有限公司,浙江省建设投资集团股份有限公司于1998年04月14日在 浙江省工商行政管理局 登记成立。法定代表人沈德法。
金发拉比妇婴童用品股份有限公司,金发拉比妇婴童用品股份有限公司，成立于1996年的一家妇婴童用品生产公司。
深圳汇洁集团股份有限公司,深圳汇洁集团股份有限公司是中国内衣行业的知名企业之一，是专业从事内衣人体工学研究、工艺技术研究、品牌策划推广、开发设计、生产制造、市场营销的综合性内衣企业，并连续八年稳居中国市场占有率领先地位。前身为“深圳市曼妮芬针织品有限公司”，2011年由有限责任公司整体变更为股份有限公司。汇——汇合、汇聚具有共同的信念、共同的价值观、共同的行为准则的人。洁——纯粹、舒适，内衣是消费者的第二层肌肤，极度舒适的高品质内衣是消费者的核心需求。
蓝黛科技集团股份有限公司,蓝黛科技集团股份有限公司是一个企业。2021年3月，被 重庆市总工会 公示为“全国五一劳动奖状”推荐对象。 [1]  
深圳市索菱实业股份有限公司,深圳市索菱实业股份有限公司是一家集研发、生产、销售、服务为一体的高新电子信息技术企业，主营 汽车影音导航系统 、智能信息系统、防盗系统、安全检测系统、 智能轨迹倒车系统 等产品。
杭州先锋电子技术股份有限公司,杭州先锋电子技术股份有限公司于1991年10月20日在 浙江省工商行政管理局 登记成立。法定代表人石义民，公司经营范围包括许可经营项目：制造：计量器具（具体经营范围详见《制造计量器具许可证》）等。
青岛国恩科技股份有限公司,青岛国恩科技股份有限公司于2000年12月22日在 青岛市工商行政管理局 登记成立。法定代表人王爱国，公司经营范围包括塑料原料及产品、 改性塑料 、塑料合金材料、功能塑料板材等。
快意电梯股份有限公司,"快意电梯股份有限公司成立于1998年， [1]  是一家集产品设计、制造、销售、安装及售后服务为一体的 国家高新技术企业 ，致力于为全球客户提供电梯产品相关的一体化服务解决方案。 [2-3]   入选国家火炬计划重点高新企业， [4]  首批获得国家A级电梯制造许可证以及A级电梯安装、维修、保养许可证的企业, [5-6]   ，旗下品牌“IFE快意”商标被认定为中国驰名商标， [7]  入选广东省创新型企业名单以及东莞市“倍增计划”试点企业名单 [8-9]   ，2017年3月成功在深圳中小板上市(股票代码：002774)。 [10]  "
成都康弘药业集团股份有限公司,"康弘药业集团 ，总部位于成都，现有员工3000余人，拥有九家子公司及一家 中外合资公司 。集团致力于中成、化学药、生物制品的研发、生产、销售，市场网络遍布全国。集团商标是""中国驰名商标""。2021年12月16日，被评为2021四川省民营企业社会责任十佳优秀案例企业。 [13]  "
深圳市普路通供应链管理股份有限公司,深圳市普路通供应链管理股份有限公司成立于2005年12月，于2009年10月22日整体完成股份制改造，变更设立为股份有限公司。
河南科迪乳业股份有限公司,河南科迪乳业 股份有限公司 是以国家 农业综合开发 投资参股经营项目年产10万吨 液态奶 生产线为载体，由 科迪食品集团股份有限公司 和 河南省财政厅 农业 综合开发公司 等多家股东联合组建的股份有限公司，主营各种 乳制品 的生产和销售。
北京真视通科技股份有限公司,北京真视通科技股份有限公司，成立于2000年，位于北京，是国内领先的 多媒体视讯 综合解决方案提供商的企业。
天水众兴菌业科技股份有限公司,天水众兴菌业科技股份有限公司于2008年11月18日在天水市工商行政管理局登记成立。法定代表人陶军，公司经营范围包括 食用菌 、 药用菌 及其辅料的生产、销售，微生物技术等。2021年3月，荣获第七届甘肃省人民政府质量奖提名奖。
四川久远银海软件股份有限公司,四川久远银海软件股份有限公司(以下简称“银海”)1992年起源于国家“两弹一星”的摇篮— 中国工程物理研究院 ，是中国工程物理研究院发展“ 军转民 ”事业在IT领域的重点支柱性企业。2015年12月，重启 新股发行 。
深圳文科园林股份有限公司,深圳文科园林股份有限公司成立于1996年12月05日，注册地位于深圳市福田区深南大道1006号深圳国际创新中心(福田科技广场)A栋35、36层，法定代表人为李从文。 [12]  
江苏中晟高科环境股份有限公司,江苏中晟高科环境股份有限公司成立于1992年04月11日，注册地位于江苏省宜兴市徐舍镇鲸塘工业集中区，法定代表人为程国鹏。 [1]  
浙江中坚科技股份有限公司,浙江中坚科技股份有限公司于1997年12月10日在 浙江省工商行政管理局 登记成立。法定代表人吴明根，公司经营范围包括一般经营项目：园林机械、农业机械、便携式发电机的技术研发等。
江西奇信集团股份有限公司,江西奇信集团股份有限公司于1995年05月12日成立。法定代表人雷鸣，公司经营范围包括：一般经营项目是：建筑装修装饰工程专业承包壹级；建筑装饰专项工程设计甲级；建筑幕墙工程专业承包壹级；建筑幕墙工程设计专项甲级；建筑机电安装工程专业承包壹级；电子与智能化工程专业承包壹级；消防设施工程专业承包贰级；消防设施工程设计专项乙级；建筑工程施工总承包；钢结构工程专业承包（凭资质证书经营）；承包境外建筑装修装饰、建筑幕墙、建筑智能化工程和境内国际招标工程；上述境外工程所需的设备、材料出口；建筑材料、装饰材料、消防器材及装饰灯具的购销；从事货物、技术进出口业务（不含分销、国家专营专控商品）；太阳能、光伏设备安装工程（凭建设部门颁发的相关资质证书经营）；洁净工程；建筑新材料的研发和购销；建筑玻璃幕墙节能智能化技术的研发、绿色节能环保材料的研发、销售；计算机系统集成服务；建筑智能化系统服务；计算机软件的设计、研发及销售；物联网技术的研发与应用服务；互联网、云计算软件与平台技术服务；供应链管理及配套服务；健康科技的技术开发、咨询服务；自有房屋租赁；物业管理等。 [1]  
深圳可立克科技股份有限公司,深圳可立克科技股份有限公司于2004年03月01日在 深圳市市场监督管理局 宝安局登记成立。法定代表人肖铿，公司经营范围包括开发、生产经营高低频变压器、电源产品及相关电子零配件等。
深圳市银宝山新科技股份有限公司,深圳市银宝山新科技股份有限公司成立于1993年，现有员工1000~3000人。作为广东省模协副会长企业及深圳机械行业协会副会长企业，自成立以来，一直致力于精密制造技术水平的提升，现已发展成为集大型复杂精密 模具设计 开发到塑胶五金制品产出为一体的专业结构件制造公司。
